drugId,drugName,drugType
CHEMBL1084617,TEMANOGREL,Small molecule
CHEMBL1164552,CK0106023,Small molecule
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,Small molecule
CHEMBL1200781,CITALOPRAM HYDROBROMIDE,Small molecule
CHEMBL1201061,LEVALBUTEROL HYDROCHLORIDE,Small molecule
CHEMBL1201505,"FIBRINOLYSIN, HUMAN",Unknown
CHEMBL121291,CHEMBL121291,Small molecule
CHEMBL1236872,CHEMBL1236872,Small molecule
CHEMBL1368,"SODIUM PHOSPHATE, MONOBASIC",Small molecule
CHEMBL13766,GUAIACOL,Small molecule
CHEMBL1413,CICLOPIROX,Small molecule
CHEMBL14192,BENZYLIMIDAZOLE,Small molecule
CHEMBL1609104,CHEMBL1609104,Small molecule
CHEMBL1623992,PIPERIDOLATE,Small molecule
CHEMBL1697831,CLOFIBRIDE,Small molecule
CHEMBL1711,ISOPROTERENOL HYDROCHLORIDE,Small molecule
CHEMBL1717,TICLOPIDINE HYDROCHLORIDE,Small molecule
CHEMBL1733,QUINAPRILAT,Small molecule
CHEMBL1773877,CHEMBL1773877,Small molecule
CHEMBL180101,ESREBOXETINE,Small molecule
CHEMBL180742,CHEMBL180742,Small molecule
CHEMBL1834659,CHEMBL1834659,Small molecule
CHEMBL1983268,ENTRECTINIB,Small molecule
CHEMBL2041933,AZD-7762,Small molecule
CHEMBL206253,NETUPITANT,Small molecule
CHEMBL2097081,NITROPRUSSIDE,Small molecule
CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,Small molecule
CHEMBL2106441,NOXYTIOLIN,Small molecule
CHEMBL2108163,ULINASTATIN,Unknown
CHEMBL2108728,CALASPARGASE PEGOL,Enzyme
CHEMBL2109134,MOLGRAMOSTIM,Protein
CHEMBL2109208,MARITIME PINE,Unknown
CHEMBL2109342,HGS-1025,Antibody
CHEMBL2144065,CHEMBL2144065,Small molecule
CHEMBL2146108,LETEPRINIM POTASSIUM,Small molecule
CHEMBL2180727,CHEMBL2180727,Small molecule
CHEMBL2315934,CHEMBL2315934,Small molecule
CHEMBL264961,CHEMBL264961,Small molecule
CHEMBL3122212,CHEMBL3122212,Small molecule
CHEMBL3137335,TRANSCROCETINATE SODIUM,Small molecule
CHEMBL3183440,CHEMBL3183440,Small molecule
CHEMBL324794,CINNAMIC ALCOHOL,Small molecule
CHEMBL324951,CHEMBL324951,Small molecule
CHEMBL3288011,CHEMBL3288011,Small molecule
CHEMBL3319236,GLPG-0187,Small molecule
CHEMBL3414621,TAZEMETOSTAT,Small molecule
CHEMBL3545057,ACETYLDIGITOXIN,Small molecule
CHEMBL3545068,COPANLISIB HYDROCHLORIDE,Small molecule
CHEMBL3545089,IMD-0354,Small molecule
CHEMBL3545138,PRT-2607,Small molecule
CHEMBL3545367,LEMBOREXANT,Small molecule
CHEMBL363910,VNA-932,Small molecule
CHEMBL3707286,HIDROSMIN,Small molecule
CHEMBL379771,CHEMBL379771,Small molecule
CHEMBL3814752,CHEMBL3814752,Small molecule
CHEMBL3885038,CHEMBL3885038,Small molecule
CHEMBL4297544,2-OCTYL CYANOACRYLATE,Small molecule
CHEMBL4297584,TENALISIB,Small molecule
CHEMBL4297611,VENGLUSTAT,Small molecule
CHEMBL4297638,PETESICATIB,Small molecule
CHEMBL4297886,ASUNERCEPT,Protein
CHEMBL4298098,TUSAMITAMAB RAVTANSINE,Antibody
CHEMBL433921,AL-6629,Small molecule
CHEMBL4450322,CHEMBL4450322,Unknown
CHEMBL452289,CHEMBL452289,Small molecule
CHEMBL457748,MB07811,Small molecule
CHEMBL458975,CHEMBL458975,Small molecule
CHEMBL4594516,REVDOFILIMAB,Antibody
CHEMBL4594560,ROCAKINOGENE SIFUPLASMID,Gene
CHEMBL4650245,ROZIBAFUSP ALFA,Protein
CHEMBL471524,FORMYCIN,Small molecule
CHEMBL522590,CHEMBL522590,Small molecule
CHEMBL531048,PHANQUONE,Small molecule
CHEMBL56904,Demethyl-imatinib,Small molecule
CHEMBL596072,CHEMBL596072,Small molecule
CHEMBL598912,CHEMBL598912,Small molecule
CHEMBL820,BUSULFAN,Small molecule
CHEMBL866,MYCOPHENOLIC ACID,Small molecule
CHEMBL1108,DROPERIDOL,Small molecule
CHEMBL1164729,FEBUXOSTAT,Small molecule
CHEMBL1200359,SULFAMETER,Small molecule
CHEMBL1200377,AMPHETAMINE ASPARTATE,Small molecule
CHEMBL1201653,INSULIN ZINC SUSP PURIFIED PORK,Protein
CHEMBL1201799,SEVELAMER CARBONATE,Small molecule
CHEMBL1213492,GIVINOSTAT,Small molecule
CHEMBL124470,CHEMBL124470,Small molecule
CHEMBL142130,CYPROTERONE,Small molecule
CHEMBL1475,TRIOXSALEN,Small molecule
CHEMBL158766,CHEMBL158766,Small molecule
CHEMBL1589,ACETOHEXAMIDE,Small molecule
CHEMBL1628698,BGC-20-1531 FREE BASE,Small molecule
CHEMBL1630563,TBA-354,Small molecule
CHEMBL1651489,CHEMBL1651489,Small molecule
CHEMBL165372,CHEMBL165372,Small molecule
CHEMBL1697851,THIOPROPAZATE,Small molecule
CHEMBL1723,ALFUZOSIN HYDROCHLORIDE,Small molecule
CHEMBL174,AMPICILLIN,Small molecule
CHEMBL1742423,BILASTINE,Small molecule
CHEMBL1743063,RILOTUMUMAB,Antibody
CHEMBL1796763,CHEMBL1796763,Small molecule
CHEMBL1822792,MK-2461,Small molecule
CHEMBL1852688,INFIGRATINIB,Small molecule
CHEMBL1946266,CHEMBL1946266,Small molecule
CHEMBL2028019,CARIPRAZINE,Small molecule
CHEMBL2043437,GLASDEGIB,Small molecule
CHEMBL204997,CHEMBL204997,Small molecule
CHEMBL2074922,EFONIDIPINE,Small molecule
CHEMBL2104038,CILEXETIL,Small molecule
CHEMBL2107574,TIMEPIDIUM BROMIDE,Small molecule
CHEMBL2109159,PITRAKINRA,Protein
CHEMBL2109523,M170,Antibody
CHEMBL2109547,ME1-14 F(AB')2,Antibody
CHEMBL2109563,RAV-12,Antibody
CHEMBL2110670,VABICASERIN,Small molecule
CHEMBL2152264,CHEMBL2152264,Small molecule
CHEMBL2178349,CHEMBL2178349,Small molecule
CHEMBL218650,DELAMANID,Small molecule
CHEMBL221633,CHEMBL221633,Small molecule
CHEMBL232202,ARBUTIN,Small molecule
CHEMBL240530,CHEMBL240530,Small molecule
CHEMBL249837,METHACYCLINE,Small molecule
CHEMBL251739,CHEMBL251739,Small molecule
CHEMBL270342,CHEMBL270342,Small molecule
CHEMBL270368,CHEMBL270368,Small molecule
CHEMBL289277,EMODIN,Small molecule
CHEMBL307189,CHEMBL307189,Small molecule
CHEMBL322241,TELINAVIR,Small molecule
CHEMBL3236636,CHEMBL3236636,Small molecule
CHEMBL3319604,CHEMBL3319604,Small molecule
CHEMBL3392845,CHEMBL3392845,Small molecule
CHEMBL3408957,CHEMBL3408957,Small molecule
CHEMBL3545029,ABT-288,Small molecule
CHEMBL357021,TRICYCLAZOLE,Small molecule
CHEMBL3612507,CHEMBL3612507,Small molecule
CHEMBL3678076,EVENAMIDE,Small molecule
CHEMBL3700052,CHEMBL3700052,Small molecule
CHEMBL3707320,ALECTINIB HYDROCHLORIDE,Small molecule
CHEMBL3833350,MAGALDRATE,Small molecule
CHEMBL3833372,BRAZIKUMAB,Antibody
CHEMBL3907479,FGFR INHIBITOR DEBIO 1347,Small molecule
CHEMBL3962812,CHEMBL3962812,Small molecule
CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,Small molecule
CHEMBL3989570,HYOSCYAMINE SULFATE,Small molecule
CHEMBL403741,4-Phenylenediamine,Small molecule
CHEMBL406572,CHEMBL406572,Small molecule
CHEMBL4068490,CHEMBL4068490,Small molecule
CHEMBL422395,CHEMBL422395,Small molecule
CHEMBL4228124,ORG-25935,Small molecule
CHEMBL4288947,CHEMBL4288947,Small molecule
CHEMBL4297815,CINREBAFUSP ALFA,Protein
CHEMBL4297909,FAZPILODEMAB,Antibody
CHEMBL4297945,EFMOROCTOCOG ALFA,Unknown
CHEMBL4298026,MCMV-3068A,Unknown
CHEMBL4303201,ANLOTINIB,Small molecule
CHEMBL4439321,ATUVECICLIB,Small molecule
CHEMBL4521594,BAY-1797,Unknown
CHEMBL4650391,DI-LEU16-IL2,Unknown
CHEMBL4748407,CHEMBL4748407,Unknown
CHEMBL478402,CHEMBL478402,Small molecule
CHEMBL492320,CHEMBL492320,Small molecule
CHEMBL509027,CHEMBL509027,Small molecule
CHEMBL5095353,POLZASTOBART,Unknown
CHEMBL51483,GOSSYPOL,Small molecule
CHEMBL52333,ROLOFYLLINE,Small molecule
CHEMBL560377,CHEMBL560377,Small molecule
CHEMBL582817,CHEMBL582817,Small molecule
CHEMBL592054,IMIGLITAZAR,Small molecule
CHEMBL92,DOCETAXEL,Small molecule
CHEMBL920,CHOLINE,Small molecule
CHEMBL103667,DORAMAPIMOD,Small molecule
CHEMBL1089344,CHEMBL1089344,Small molecule
CHEMBL1194345,CHEMBL1194345,Small molecule
CHEMBL1200991,CARBENICILLIN INDANYL SODIUM,Small molecule
CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,Small molecule
CHEMBL1201130,BETAINE HYDROCHLORIDE,Small molecule
CHEMBL1201643,INSULIN ZINC SUSP PROMPT PURIFIED PORK,Protein
CHEMBL1230051,CHEMBL1230051,Small molecule
CHEMBL1231418,Dibromothymoquinone,Small molecule
CHEMBL1233182,GW-695634,Small molecule
CHEMBL1234355,MALONYL-COENZYME A,Small molecule
CHEMBL1237082,MECAMYLAMINE HYDROCHLORIDE,Small molecule
CHEMBL1237297,CHEMBL1237297,Small molecule
CHEMBL143305,CHEMBL143305,Small molecule
CHEMBL1765740,GSK2334470,Small molecule
CHEMBL1793893,CHEMBL1793893,Small molecule
CHEMBL1808982,CHEMBL1808982,Small molecule
CHEMBL1951914,AZD5672,Small molecule
CHEMBL2021342,CHEMBL2021342,Small molecule
CHEMBL205807,CHEMBL205807,Small molecule
CHEMBL2063333,CHEMBL2063333,Small molecule
CHEMBL2104344,EDETATE SODIUM,Small molecule
CHEMBL2104744,NORGESTOMET,Small molecule
CHEMBL2105181,OCRYLATE,Small molecule
CHEMBL2108678,NESVACUMAB,Antibody
CHEMBL2108709,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,Enzyme
CHEMBL2109121,DIPHTHERIA TOXOID,Unknown
CHEMBL215652,CHEMBL215652,Small molecule
CHEMBL2158051,AT-406,Small molecule
CHEMBL2177835,CHEMBL2177835,Small molecule
CHEMBL223026,CHEMBL223026,Small molecule
CHEMBL2359240,CHEMBL2359240,Small molecule
CHEMBL2374961,CHEMBL2374961,Small molecule
CHEMBL23996,CHEMBL23996,Small molecule
CHEMBL243940,CHEMBL243940,Small molecule
CHEMBL25164,CHEMBL25164,Small molecule
CHEMBL257695,AZIDOTHYMIDINE MONOPHOSPHATE,Small molecule
CHEMBL286497,CHEMBL286497,Small molecule
CHEMBL301267,ARTEMOTIL,Small molecule
CHEMBL3093077,CHEMBL3093077,Small molecule
CHEMBL3188202,CHEMBL3188202,Small molecule
CHEMBL3334624,BI-44370,Small molecule
CHEMBL3335284,CHEMBL3335284,Small molecule
CHEMBL337450,TAS-109,Small molecule
CHEMBL338667,DIPERODON,Small molecule
CHEMBL340122,CHEMBL340122,Small molecule
CHEMBL3545136,PF-00337210,Small molecule
CHEMBL3545403,BMS-833923,Small molecule
CHEMBL354676,DIPHENYLUREA,Small molecule
CHEMBL370100,REBECCAMYCIN,Small molecule
CHEMBL37161,FENBENDAZOLE,Small molecule
CHEMBL377559,RETASPIMYCIN HYDROCHLORIDE,Small molecule
CHEMBL3945401,CHEMBL3945401,Small molecule
CHEMBL3989686,IFERANSERIN,Small molecule
CHEMBL4067929,CHEMBL4067929,Small molecule
CHEMBL410071,CHEMBL410071,Small molecule
CHEMBL4159742,CHEMBL4159742,Small molecule
CHEMBL4238696,CHEMBL4238696,Small molecule
CHEMBL4297473,NP-G2-044,Small molecule
CHEMBL4297588,ODEVIXIBAT,Small molecule
CHEMBL4297828,SHR-1316,Unknown
CHEMBL4298077,PRASINEZUMAB,Antibody
CHEMBL4299960,TETRACHLORODECAOXIDE,Small molecule
CHEMBL430497,TEBANICLINE,Small molecule
CHEMBL432219,CHEMBL432219,Small molecule
CHEMBL436462,CHEMBL436462,Small molecule
CHEMBL4449512,CHEMBL4449512,Unknown
CHEMBL4594521,ELUVIXTAMAB,Antibody
CHEMBL4594550,SERPLULIMAB,Antibody
CHEMBL4650249,IMDEVIMAB,Antibody
CHEMBL4650451,TADNERSEN SODIUM,Oligonucleotide
CHEMBL474637,CHEMBL474637,Small molecule
CHEMBL485980,BUCLADESINE,Small molecule
CHEMBL487182,TETRAHYDROPALMATINE,Small molecule
CHEMBL493982,VORAPAXAR,Small molecule
CHEMBL502630,NERINETIDE,Protein
CHEMBL5095257,BEXOTEGRAST,Small molecule
CHEMBL516,CYPROHEPTADINE,Small molecule
CHEMBL564876,ST-2741,Small molecule
CHEMBL573306,CHEMBL573306,Small molecule
CHEMBL575448,BMS-754807,Small molecule
CHEMBL589092,FENTIAZAC,Small molecule
CHEMBL596802,PRIDOPIDINE,Small molecule
CHEMBL621,TRAZODONE,Small molecule
CHEMBL77996,CHEMBL77996,Small molecule
CHEMBL923,RISEDRONIC ACID,Small molecule
CHEMBL1024,IFOSFAMIDE,Small molecule
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,Small molecule
CHEMBL1200760,BALSALAZIDE DISODIUM,Small molecule
CHEMBL1229093,MITOQUINONE CATION,Small molecule
CHEMBL1231795,CHEMBL1231795,Small molecule
CHEMBL1231861,DIMETHYLKETONE CYANOHYDRIN,Small molecule
CHEMBL1232328,"O,O-DIETHYL S-HYDROGEN PHOSPHOROTHIOATE",Small molecule
CHEMBL1236122,SYRINGATE,Small molecule
CHEMBL1270619,CHEMBL1270619,Small molecule
CHEMBL127214,CHEMBL127214,Small molecule
CHEMBL1471,APREPITANT,Small molecule
CHEMBL164,MYRICETIN,Small molecule
CHEMBL168938,CHEMBL168938,Small molecule
CHEMBL1807470,CHEMBL1807470,Small molecule
CHEMBL1819137,CHEMBL1819137,Small molecule
CHEMBL1823872,SOMATOSTATIN,Protein
CHEMBL18602,PENTANAL,Small molecule
CHEMBL186200,CHEMBL186200,Small molecule
CHEMBL1928699,CHEMBL1928699,Small molecule
CHEMBL1957017,CHEMBL1957017,Small molecule
CHEMBL1990583,CHEMBL1990583,Small molecule
CHEMBL2007389,LUCANTHONE HYDROCHLORIDE,Small molecule
CHEMBL2021424,POTASSIUM SULFATE,Small molecule
CHEMBL2062335,METOPROLOL TARTRATE,Small molecule
CHEMBL2096647,LANTHANUM CARBONATE,Small molecule
CHEMBL2105695,TELOTRISTAT ETHYL,Small molecule
CHEMBL2105759,BARICITINIB,Small molecule
CHEMBL2106424,MECRYLATE,Small molecule
CHEMBL2107294,TROPATEPINE,Small molecule
CHEMBL2107774,ROBENACOXIB,Small molecule
CHEMBL2108769,SAW PALMETTO,Unknown
CHEMBL2108885,ACTOVEGIN,Unknown
CHEMBL2108905,BCG VACCINE,Unknown
CHEMBL2108955,EDRECOLOMAB,Antibody
CHEMBL210952,ELTANOLONE,Small molecule
CHEMBL2111066,ISOTHIPENDYL,Small molecule
CHEMBL2181753,AM-211,Small molecule
CHEMBL2220442,FLUVASTATIN,Small molecule
CHEMBL2333941,LY-2811376,Small molecule
CHEMBL239129,MEGLUMINE ANTIMONATE,Small molecule
CHEMBL25263,MIRIDESAP,Small molecule
CHEMBL261777,CHEMBL261777,Small molecule
CHEMBL263376,PHENYLTHIOUREA,Small molecule
CHEMBL266282,AL-43,Small molecule
CHEMBL272822,CHEMBL272822,Small molecule
CHEMBL300337,ENALKIREN,Small molecule
CHEMBL3039517,RABUSERTIB,Small molecule
CHEMBL3137313,AXELOPRAN,Small molecule
CHEMBL3228489,CHEMBL3228489,Small molecule
CHEMBL328910,"2,4-DIHYDROXYBENZOIC ACID",Small molecule
CHEMBL3301625,SPEBRUTINIB,Small molecule
CHEMBL3301680,TELAVANCIN HYDROCHLORIDE,Small molecule
CHEMBL334096,CHEMBL334096,Small molecule
CHEMBL3545030,JNJ-17216498,Small molecule
CHEMBL3613749,CHEMBL3613749,Small molecule
CHEMBL3735090,CHEMBL3735090,Small molecule
CHEMBL376488,BEDAQUILINE,Small molecule
CHEMBL3818062,CHEMBL3818062,Small molecule
CHEMBL38576,"ICI-199,441",Small molecule
CHEMBL3907057,BAY-826,Small molecule
CHEMBL3915620,CHEMBL3915620,Small molecule
CHEMBL3989541,METHOSERPIDINE,Small molecule
CHEMBL3989680,AXOMADOL,Small molecule
CHEMBL3989938,FOSMETPANTOTENATE,Small molecule
CHEMBL400520,CHEMBL400520,Small molecule
CHEMBL4060831,CHEMBL4060831,Small molecule
CHEMBL409494,CHEMBL409494,Small molecule
CHEMBL4175638,CHEMBL4175638,Small molecule
CHEMBL419667,RELCOVAPTAN,Small molecule
CHEMBL4207489,SJ-733,Small molecule
CHEMBL4297502,AVORALSTAT,Small molecule
CHEMBL444449,5-(4-Phenoxybutoxy)Psoralen,Small molecule
CHEMBL4521971,CHEMBL4521971,Unknown
CHEMBL455186,TREOSULFAN,Small molecule
CHEMBL458875,CLEVUDINE,Small molecule
CHEMBL4650487,TORUDOKIMAB,Antibody
CHEMBL473159,PHLOROGLUCINOL,Small molecule
CHEMBL4785363,INOBRODIB,Small molecule
CHEMBL4802142,EA-230,Protein
CHEMBL491019,MK-1107,Small molecule
CHEMBL539843,VAPITADINE DIHYDROCHLORIDE,Small molecule
CHEMBL565612,SOTRASTAURIN,Small molecule
CHEMBL669,CYCLOBENZAPRINE,Small molecule
CHEMBL84,TOPOTECAN,Small molecule
CHEMBL895,NALBUPHINE,Small molecule
CHEMBL1082723,CIPARGAMIN,Small molecule
CHEMBL1161998,CHEMBL1161998,Small molecule
CHEMBL1197118,CHEMBL1197118,Small molecule
CHEMBL1200855,TICARCILLIN DISODIUM,Small molecule
CHEMBL1200880,DIPHEMANIL METHYLSULFATE,Small molecule
CHEMBL1201420,UROKINASE,Enzyme
CHEMBL1201454,ALSEROXYLON,Small molecule
CHEMBL1201478,POLYETHYLENE GLYCOL,Small molecule
CHEMBL1213351,PROPOXYPHENE,Small molecule
CHEMBL122182,CHEMBL122182,Small molecule
CHEMBL1235568,CHEMBL1235568,Small molecule
CHEMBL1235787,CHEMBL1235787,Small molecule
CHEMBL1236690,VINYLSULFONIC ACID,Small molecule
CHEMBL13280,FLUNITRAZEPAM,Small molecule
CHEMBL1357,SODIUM LACTATE,Small molecule
CHEMBL13817,IBUTAMOREN,Small molecule
CHEMBL14173,ANTHRANILIC ACID,Small molecule
CHEMBL151663,CHEMBL151663,Small molecule
CHEMBL152632,NIRIDAZOLE,Small molecule
CHEMBL1702,ATOMOXETINE HYDROCHLORIDE,Small molecule
CHEMBL1743044,NAMILUMAB,Antibody
CHEMBL1743079,TEPROTUMUMAB,Antibody
CHEMBL176933,CHEMBL176933,Small molecule
CHEMBL1851805,PROPACETAMOL,Small molecule
CHEMBL186289,CHEMBL186289,Small molecule
CHEMBL1922405,CHEMBL1922405,Small molecule
CHEMBL1997223,CHEMBL1997223,Small molecule
CHEMBL200301,CHEMBL200301,Small molecule
CHEMBL2062565,CHEMBL2062565,Small molecule
CHEMBL2103851,AMUVATINIB,Small molecule
CHEMBL2104432,NORFLURANE,Small molecule
CHEMBL2106615,BAZEDOXIFENE ACETATE,Small molecule
CHEMBL2109477,SELICRELUMAB,Antibody
CHEMBL2109534,PF-03732010,Antibody
CHEMBL2109576,IDEC-159,Antibody
CHEMBL2110555,TECHNETIUM MEBROFENIN,Small molecule
CHEMBL2110959,METABUTETHAMINE,Small molecule
CHEMBL212522,CHEMBL212522,Small molecule
CHEMBL2151570,ABT-107,Small molecule
CHEMBL2219740,CALCIUM GLUBIONATE,Small molecule
CHEMBL2373108,CHEMBL2373108,Small molecule
CHEMBL2393162,CHEMBL2393162,Small molecule
CHEMBL2393423,CHEMBL2393423,Small molecule
CHEMBL258728,Cytidine 3'-Phosphate,Small molecule
CHEMBL262777,VANCOMYCIN,Small molecule
CHEMBL308279,CHEMBL308279,Small molecule
CHEMBL3137306,ORILOTIMOD,Small molecule
CHEMBL329363,CHEMBL329363,Small molecule
CHEMBL3393588,BTA-9881,Small molecule
CHEMBL3545087,GSK159802,Small molecule
CHEMBL3545150,AZM-475271,Small molecule
CHEMBL3545179,AZD-7451,Small molecule
CHEMBL3545309,LEFAMULIN ACETATE,Small molecule
CHEMBL3545395,BI-811283,Small molecule
CHEMBL356479,CHLORDANTOIN,Small molecule
CHEMBL3578202,GOZETOTIDE,Small molecule
CHEMBL37676,APC-100,Small molecule
CHEMBL3823478,CHEMBL3823478,Small molecule
CHEMBL386465,CHEMBL386465,Small molecule
CHEMBL3989855,PSEUDOEPHEDRINE SULFATE,Small molecule
CHEMBL3989966,CONTEZOLID ACEFOSAMIL,Small molecule
CHEMBL4069597,PRITELIVIR,Small molecule
CHEMBL4076467,ABT-072,Small molecule
CHEMBL4086340,CHEMBL4086340,Small molecule
CHEMBL414804,OXALIPLATIN,Small molecule
CHEMBL424,SALICYLIC ACID,Small molecule
CHEMBL4280626,CHEMBL4280626,Small molecule
CHEMBL4297405,TAK-243,Small molecule
CHEMBL4297583,TEGOPRAZAN,Small molecule
CHEMBL4297804,PF-06263507,Unknown
CHEMBL4297949,AVEXITIDE,Protein
CHEMBL4298092,GLOFITAMAB,Antibody
CHEMBL4298106,MONTMORILLONITE,Unknown
CHEMBL4298138,REPOTRECTINIB,Small molecule
CHEMBL457077,SALVIANOLIC ACID A,Small molecule
CHEMBL4594356,DS-8273A,Unknown
CHEMBL4594497,SEPOFARSEN,Oligonucleotide
CHEMBL4638510,CHEMBL4638510,Unknown
CHEMBL4650495,NLY-01,Unknown
CHEMBL476,DACARBAZINE,Small molecule
CHEMBL4792487,LY-3475070,Small molecule
CHEMBL5095200,ULEVOSTINAG,Small molecule
CHEMBL524182,CHEMBL524182,Small molecule
CHEMBL537669,YOHIMBINE HYDROCHLORIDE,Small molecule
CHEMBL554,LAPATINIB,Small molecule
CHEMBL556262,FAROPENEM,Small molecule
CHEMBL565787,CHEMBL565787,Small molecule
CHEMBL572284,OMBRABULIN,Small molecule
CHEMBL576127,FENSPIRIDE,Small molecule
CHEMBL625,THIABENDAZOLE,Small molecule
CHEMBL766,CILASTATIN,Small molecule
CHEMBL83116,CHEMBL83116,Small molecule
CHEMBL9298,FADROZOLE,Small molecule
CHEMBL111612,ABT-546,Small molecule
CHEMBL1120,BISMUTH SUBSALICYLATE,Small molecule
CHEMBL119977,CHEMBL119977,Small molecule
CHEMBL1200925,"POTASSIUM PHOSPHATE, MONOBASIC",Small molecule
CHEMBL1201464,CHORIOGONADOTROPIN ALFA,Protein
CHEMBL1201594,RASBURICASE,Enzyme
CHEMBL1213553,CHLORPROGUANIL,Small molecule
CHEMBL1233922,CHEMBL1233922,Small molecule
CHEMBL1236661,CHEMBL1236661,Small molecule
CHEMBL12420,"N,N-DIMETHYLTRYPTAMINE",Small molecule
CHEMBL13960,DICHLOROACETIC ACID,Small molecule
CHEMBL1568698,GANAXOLONE,Small molecule
CHEMBL1614995,CHEMBL1614995,Small molecule
CHEMBL1631913,CHEMBL1631913,Small molecule
CHEMBL1697708,MEZLOCILLIN SODIUM,Small molecule
CHEMBL170630,ETHANE DIMETHANE SULFONATE,Small molecule
CHEMBL1736151,ETAFENONE,Small molecule
CHEMBL175198,CHEMBL175198,Small molecule
CHEMBL1767164,GSK-1004723,Small molecule
CHEMBL183817,CHEMBL183817,Small molecule
CHEMBL1885437,EPRAZINONE,Small molecule
CHEMBL1957287,TEGOBUVIR,Small molecule
CHEMBL198644,CHEMBL198644,Small molecule
CHEMBL198803,CHEMBL198803,Small molecule
CHEMBL2046883,CHEMBL2046883,Small molecule
CHEMBL2063448,CHEMBL2063448,Small molecule
CHEMBL2103791,ADIPIPLON,Small molecule
CHEMBL2108360,MIRAVIRSEN,Oligonucleotide
CHEMBL2108681,TILDRAKIZUMAB,Antibody
CHEMBL2109027,BROMELAINS,Unknown
CHEMBL2109081,DELIGOPARIN SODIUM,Oligosaccharide
CHEMBL2109480,AHN-12,Antibody
CHEMBL2109491,COL-1,Antibody
CHEMBL2109546,SAR-279356,Antibody
CHEMBL2110862,DIMETHOXANATE,Small molecule
CHEMBL2165326,APROCITENTAN,Small molecule
CHEMBL2336015,CHEMBL2336015,Small molecule
CHEMBL243712,AMISULPRIDE,Small molecule
CHEMBL256315,CHEMBL256315,Small molecule
CHEMBL261720,CHEMBL261720,Small molecule
CHEMBL261932,TANOMASTAT,Small molecule
CHEMBL272485,DIBUTYL PHTHALATE,Small molecule
CHEMBL28564,ELIPRODIL,Small molecule
CHEMBL3125527,CHEMBL3125527,Small molecule
CHEMBL323994,CHEMBL323994,Small molecule
CHEMBL324739,CHEMBL324739,Small molecule
CHEMBL3402762,TEPOTINIB,Small molecule
CHEMBL3421914,CHEMBL3421914,Small molecule
CHEMBL343892,CHEMBL343892,Small molecule
CHEMBL3545000,MK-2201,Small molecule
CHEMBL3545346,AZD2516,Small molecule
CHEMBL3632746,CHEMBL3632746,Small molecule
CHEMBL385937,CHEMBL385937,Small molecule
CHEMBL3989506,TROMANTADINE,Small molecule
CHEMBL4065484,CHEMBL4065484,Small molecule
CHEMBL416956,MEFLOQUINE,Small molecule
CHEMBL4173626,CHEMBL4173626,Small molecule
CHEMBL4297531,SATOREOTIDE TETRAXETAN,Protein
CHEMBL4297553,VALANAFUSP ALFA,Protein
CHEMBL4297779,LUMASIRAN,Oligonucleotide
CHEMBL4297784,MK-4280,Unknown
CHEMBL4297950,BENEGRASTIM,Protein
CHEMBL4298111,APILIMOD MESYLATE,Unknown
CHEMBL4456585,WM-1119,Unknown
CHEMBL4465176,CHEMBL4465176,Unknown
CHEMBL4594509,TT-00420,Unknown
CHEMBL4650292,CDX-3379,Antibody
CHEMBL469117,CHEMBL469117,Small molecule
CHEMBL4748825,SAPONIN,Oligosaccharide
CHEMBL486146,CHEMBL486146,Small molecule
CHEMBL49080,CLENBUTEROL,Small molecule
CHEMBL5095240,MUFEMILAST,Small molecule
CHEMBL5095273,DISITAMAB VEDOTIN,Antibody
CHEMBL511,PYRILAMINE,Small molecule
CHEMBL557682,CHEMBL557682,Small molecule
CHEMBL561,LOMEFLOXACIN,Small molecule
CHEMBL66693,D-ALANINE,Small molecule
CHEMBL70246,ACEFYLLINE,Small molecule
CHEMBL773,GLYCINE,Small molecule
CHEMBL777,CLAVULANIC ACID,Small molecule
CHEMBL885,EMTRICITABINE,Small molecule
CHEMBL926,DOBUTAMINE,Small molecule
CHEMBL997,IBANDRONIC ACID,Small molecule
CHEMBL1005,REMIFENTANIL,Small molecule
CHEMBL1062,HYDROXYPROGESTERONE,Small molecule
CHEMBL1180074,MIRISTALKONIUM,Small molecule
CHEMBL1200613,TOLMETIN SODIUM,Small molecule
CHEMBL1201010,FLUDROCORTISONE ACETATE,Small molecule
CHEMBL1201407,UNOPROSTONE,Small molecule
CHEMBL1209757,CHEMBL1209757,Small molecule
CHEMBL1221561,CHEMBL1221561,Small molecule
CHEMBL1222035,ICI-164384,Small molecule
CHEMBL1231277,CHEMBL1231277,Small molecule
CHEMBL1232313,DOMOIC ACID,Small molecule
CHEMBL125386,CHEMBL125386,Small molecule
CHEMBL1258633,CHEMBL1258633,Small molecule
CHEMBL1269728,CHEMBL1269728,Small molecule
CHEMBL1282,IMIQUIMOD,Small molecule
CHEMBL1400561,ETIRACETAM,Small molecule
CHEMBL1465,PHENPROCOUMON,Small molecule
CHEMBL1618018,HOMATROPINE,Small molecule
CHEMBL1807053,CHEMBL1807053,Small molecule
